processed_text,label
user glad gain cheery vibe look happy meal smiling_face_with_smiling_eyes,1
ok ok know last tweet,1
user together hermione lower voice slightly sound somewhat bitter perhaps even rueful would get,3
user wonderful experience watch yesterday user thankyou,1
think really need round user vs user twitter debate end something joyful know,1
de wear look man find arch enemy bed missus angry man scowl,0
we need band together apart never trump promote hatred fuel fear,0
terrorism destroy easily whole world come together great strengththey could destroy fear humanity,2
user pull afew week ago sadly game audio sound affect play phone try everything,3
user user ill kill bully face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose,0
user look back recent tweet see right great perfect hilarious speechless deal,1
white americans worried arab terrorist black americans fearful terrorist police uniform daily basis,0
start give fuck stop fear consequence,0
user nisnt obrien suppose sort offensive genius awful,0
user really suck much customer service suck hang time absolutely horrible,0
user multimillionaire spoil brat get self righteous huff friend muslim non starter bye,0
take man suffer ignorance smile matter say ste,2
hard time fall sleep wake several time afraid bug crawl end wake bite,3
user really understand burst semi auto version damage change essentially useless,0
angry glass vodka,0
serious need nap,3
wah wake frm fucking nightmare,3
user super sad especially talk real person bot make feel real,3
hey user see send email thousand go,0
never make decision angry never make promise wise word,2
watch amazing lively broadcast user musically,1
user website make feel violent rage upgrade option help either aaaaarrrrgghhh want cancel rage,0
user buy steam port vice city delight billie jean soundtrack,1
believe get day leave face_with_rolling_eyes back reality,3
user horror h3ll sure lolnhappy decision,1
user police credentialsyou litigator nothing moreno experience sad trump puppet felon jersey sale,3
last nigt dream nthat somebody love menno hope harmnjust another false alarm,1
hear happen grandad hometown last night terrible news broken_heart hope everyone okay crying_face,3
hell drill outside house literally get sleep half busy shift twat wake,0
fuck user hire gop pr guy discourage cam speakinh mind heart racism,0
user user would give pout firm,1
termination rate get make thing shake,0
user much sadness heartbreak,3
think must scare coworker eat like rabid animal break srry,3
user cum despair,3
user canada drive force democracy freedom right instead help dictator misogyny sharia islam polygamy,0
user user pine nut chestnutpeanutwait wrong film,3
caballero shocking,3
machine keep beep nnurse worry good vital normal size nwalk back nmatt die expressionless_face face_with_tears_of_joy,2
want highlight bright ever get lose someone look dark find,2
user chuckle shake head noi really vivid imagination guess happen meet someone,1
user noel edmond reckon cat talk stress uncertainty gb bo future plot lose,3
user user trump supporter clue meaning word use like sad never trump,3
user gunna make cry need glee day,3
user kind drive home work today daily feel,1
user look forward div next year user leic ter hire away,1
jimmy_dore raisingtheboss already lose country government oligarchs fear tactic still work appear,3
wish appreciate turn take care want break tired,3
feel like house we basic requirement literally option discourage,3
michelle bad player bb history bb18 bb finale bitter,0
user love honesty good policy,2
user heavy day give much need levity thank bro,1
strike upon thee great vengeance furious anger attempt poison destroy brother,0
user user user pretty average klitschko fury 600k joshua white 450k,1
time start take advice,2
understand everyone angry want live thrive,0
traditionalist say bore bore bore rule cheerfully ignore,0
really get stop lettin bee put fear heart unless allergic tryna see run around fuckin beechill soft,0
nap day comfortable sleep night never comfortable nightmare,3
momentnif kill spirit die naturaluser murder suicide depression racism pride,3
user sparkle water wyd,1
user get user reveal taxis immediate danger answer,0
get lose neighborhood use gps phone find way lose google map blond moment,3
ever really irritated someone love like god damn makin angry love forgive angry,0
way angry literally feel blood boil,0
twitter font endless hilarity,1
goal big scare small mind,2
sigue mey tesi go happy snap chat manuellynch99 venezuela,1
user glee glee glee glee glee glee lose lose lose lowe much,1
sam browns law never offend people style fake break we island,0
blast playing game hear testimony pastor jeremys house fellowship food laughter praise gospel coffey1617,1
user user exited shake much smiling_face_with_hearteyes smiling_face_with_hearteye pround colleen fandom everyone amazing smiling_face_with_hearteye,1
sting damn earnest early morning listen,1
worryingworriedn1peter 57nthrow worry care youfaith leadership worry mindfulness success,2
instagram seriously sort sht spend age write caption delete post insta gram,0
user even jump hoop take irate netizen decide play rule enough,0
user history people bully make post attack,0
user bully niall impossible kissing_face_with_smiling_eyes,0
fight elephant wrestle pig quote day relentless,2
someone tell go tear apart say tall shocking,0
user user let know,2
user user thank,1
user peanut butter kind pervert,0
sister throw legitimate temper tantrum get attention,0
user expect think fear,3
user user fume,0
user user need today know many fuckin french plait morn stroppy yr old rage,0
think luca understand serious fallhe idea store face_with_tears_of_joy face_with_tears_of_joy,1
user fuck madden way hard,0
rich fume sullen sence cheerd,1
need bento_box sushi date rice_ball user spaghetti olive guard date cheese_wedge user oncoming_fist_mediumlight_skin_tone rockys date pizza tiff,1
user since fuck stand concert rage,0
think lay bed day sulk life hit hard right,3
man southampton wipe floor west ham sunday dishearten,3
trend threadpit draftsnow post min birthdayso closeobut anyway really start,1
god hear voice optimism moment think everything fail sparkle,2
go local news immediately designate survivor turn smooth transition chaos rage fire medium fear,0
user year irrelevant absolute joke man utd ticket fume loyalty joke impressed,0
shantosh crazy would walk past talk person everyday never realize suffer depression,3
user know furious stop fucking moan win game last season finish,0
lay sleep reason restless,3
stay night longnmade drink strongnfeele foot tallnrope swinge waternin middle night,1
hell hath fury like bureaucrat scorn milton friedman,0
day disclose catch googling cholroform fucking aghast,0
user step get rid user step prioritise football step profit depress,3
prayer protection brother sister fight charlotte machine,2
user evidently user feel norm show tax return nothing,0
